,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8030,51223314,https://www.airbnb.com/rooms/51223314,20240911015516,2024-09-11,previous scrape,Catalonia Puerta del Sol 4* Hotel - Double room,"Welcome to Catalonia Puerta del Sol! This hotel is located in the centre of Madrid, just a few metres from Puerta del Sol. Its unbeatable location makes the hotel a safe option to enjoy the city's wide range of cultural and commercial attractions. The double rooms are warm, cozy and fully equipped (air conditioning or heating, LCD TV, usually parquet, among other amenities). Its surface is 21 m².","This hotel is located right in the center of Madrid, a few meters from the Puerta del Sol and the Plaza Mayor and the main museums and tapas bars of the capital. It is the best commercial and business area of the city. Specifically, it is located in the Las Letras neighborhood, in the very heart of traditional Madrid. Its streets have become the fashionable area of the city in recent years. The district concentrates in its arteries the movement of a big city and the spirit of this bohemian neighborhood.",https://a0.muscache.com/pictures/miso/Hosting-51223314/original/2c5d12d4-6f41-44e1-ae4b-7be7557a1970.jpeg,414025803,https://www.airbnb.com/users/show/414025803,Catalonia Puerta Del Sol,2021-07-20,,"En Catalonia Hotels & Resorts contamos con 75 establecimientos en más de 20 destinos, siendo una de las cadenas hoteleras líderes en España. Somos una cadena moderna e innovadora, en la que se destacan las excelentes ubicaciones de nuestros hoteles. El equipo humano es nuestro eje principal para ofrecerte un trato exquisito y tu máxima satisfacción. ¡Disfruta de tu estancia!",within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/User-414025803/original/45162444-4665-40b0-b812-efe308d37b35.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-414025803/original/45162444-4665-40b0-b812-efe308d37b35.png?aki_policy=profile_x_medium,,3.0,3.0,"['email', 'phone']",t,f,"Madrid, Comunidad de Madrid, Spain",Embajadores,Centro,40.4134,-3.70202,Room in hotel,Private room,2,,1 shared bath,,,"[""Air conditioning"", ""Heating"", ""Hair dryer"", ""32 inch HDTV with Chromecast"", ""Long term stays allowed"", ""Wifi"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Shower gel"", ""Paid parking off premises""]",,1,365,1,3,7,7,1.1,7.0,,t,26,56,86,358,2024-09-11,1,1,0,2023-10-08,2023-10-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,3,0,3,0,0.09
8039,51223400,https://www.airbnb.com/rooms/51223400,20240911015516,2024-09-11,previous scrape,Catalonia Puerta del Sol 4* Hotel - Family room,"Welcome to Catalonia Puerta del Sol! This hotel is located in the centre of Madrid, just a few metres from Puerta del Sol. Its unbeatable location makes the hotel a safe option to enjoy the city's wide range of cultural and commercial attractions. The family rooms are warm, cozy and fully equipped (air conditioning or heating, LCD TV, usually parquet, among other amenities). Its surface is 23 m².","This hotel is located right in the center of Madrid, a few meters from the Puerta del Sol and the Plaza Mayor and the main museums and tapas bars of the capital. It is the best commercial and business area of the city. Specifically, it is located in the Las Letras neighborhood, in the very heart of traditional Madrid. Its streets have become the fashionable area of the city in recent years. The district concentrates in its arteries the movement of a big city and the spirit of this bohemian neighborhood.",https://a0.muscache.com/pictures/1b2dc48a-3d17-4a73-8ad7-718b26ae77d7.jpg,414025803,https://www.airbnb.com/users/show/414025803,Catalonia Puerta Del Sol,2021-07-20,,"En Catalonia Hotels & Resorts contamos con 75 establecimientos en más de 20 destinos, siendo una de las cadenas hoteleras líderes en España. Somos una cadena moderna e innovadora, en la que se destacan las excelentes ubicaciones de nuestros hoteles. El equipo humano es nuestro eje principal para ofrecerte un trato exquisito y tu máxima satisfacción. ¡Disfruta de tu estancia!",within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/User-414025803/original/45162444-4665-40b0-b812-efe308d37b35.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-414025803/original/45162444-4665-40b0-b812-efe308d37b35.png?aki_policy=profile_x_medium,,3.0,3.0,"['email', 'phone']",t,f,"Madrid, Comunidad de Madrid, Spain",Embajadores,Centro,40.41289,-3.7034,Room in hotel,Private room,4,,1 shared bath,,,"[""Air conditioning"", ""Hair dryer"", ""Long term stays allowed"", ""Wifi"", ""Shampoo"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Shower gel"", ""Paid parking off premises""]",,1,365,1,3,7,7,1.1,7.0,,t,23,50,75,344,2024-09-11,0,0,0,,,,,,,,,,,t,3,0,3,0,
8100,54323881,https://www.airbnb.com/rooms/54323881,20240911015516,2024-09-11,previous scrape,Apartamento 3 dormitorios Junto calle Ponzano,"Perfect location next to C/Ponzano in the trendy area of bars and restaurants of Madrid but without noise. Very well connected to several metro and bus stations next door.<br /><br />Newly renovated, fully furnished including washer-dryer, dishwasher and air conditioning. Ready to enter to live with kitchenware, bed linens and towels.<br /><br />Elevator and doorman<br /><br />Ideal for students or workers who want to share an apartment.","The trendy neighborhood of Madrid with bars, restaurants and very close to the financial zone, Pº Castellana and Santiago Bernabeu",https://a0.muscache.com/pictures/miso/Hosting-54323881/original/6d159dbb-fcfa-4bdd-b3c4-8a86f21009f5.png,177668238,https://www.airbnb.com/users/show/177668238,Miguel,2018-03-10,"Las Rozas, Spain",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/e6acad4e-ffe0-4ab5-bc87-8d4b565420f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e6acad4e-ffe0-4ab5-bc87-8d4b565420f6.jpg?aki_policy=profile_x_medium,,10.0,11.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Rios Rosas,Chamberí,40.44105176026952,-3.699247136673758,Entire rental unit,Entire home/apt,6,,1.5 baths,3.0,,"[""Dining table"", ""Hair dryer"", ""Pets allowed"", ""Toaster"", ""Freezer"", ""TV"", ""Cleaning products"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Cooking basics"", ""Microwave"", ""Central heating"", ""Clothing storage: closet"", ""Coffee maker: espresso machine"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Ethernet connection"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Oven"", ""Body soap"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",,7,1125,7,7,1125,1125,7.0,1125.0,,t,0,0,0,0,2024-09-11,0,0,0,,,,,,,,,,,f,6,6,0,0,
8109,33439920,https://www.airbnb.com/rooms/33439920,20240911015516,2024-09-11,previous scrape,Lovely room in the heart of la Latina for,"A lovely cozy aparment in La Latina neighborhood. The house is in the 3rd and last floor of the building and got 2 floors, in the second floor you have the bedroom with a bed of 1,60 cm x 2 mt. Perfect for 1 or 2 people. Area full of bars.","This is the best part! The house is in the coolest area of the city, in la Latina also is next to the oldest area of Madrid; BARRIO DE LOS AUTRIAS, every sunday you have just around the corner the famous RASTRO, also is an area full of bars and restaurants in the same street you have the best one :)) Apart of the rastro Marktes you have in this area another Markets full of bars and restaurants and things to do, where also sometimes tourist don't get.",https://a0.muscache.com/pictures/b64ab5e0-f612-49db-9821-39625904b45d.jpg,14278429,https://www.airbnb.com/users/show/14278429,Fernando,2014-04-14,"Mahahual, Mexico","Hey

I'm a Mexican that has been away from Mexico for the past  15 years, I have been living in different places around the world and now I'm back and decided to move to this little paradaise at the very end of the country.
Also I love to travel and meet people from all over the world, therefore I deceided to receive people at home and welcome travelers, I know how hard sometimes can be in a new place and how cool can be having a welcome hand. I also love to cook, play guitar, and of course go out for some tacos! :)) So when you come here we'll have many things to do!
",within a day,80%,24%,f,https://a0.muscache.com/im/pictures/user/33728c88-5e2b-434d-94c1-4287ad59ef99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/33728c88-5e2b-434d-94c1-4287ad59ef99.jpg?aki_policy=profile_x_medium,,5.0,8.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Palacio,Centro,40.40968,-3.71121,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Air conditioning"", ""Heating"", ""Hair dryer"", ""Wifi"", ""Shampoo"", ""Washer"", ""First aid kit"", ""Essentials"", ""Iron"", ""Kitchen""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-09-11,2,0,0,2019-04-22,2019-06-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,1,2,0,0.03
8113,33686878,https://www.airbnb.com/rooms/33686878,20240911015516,2024-09-11,previous scrape,Lujo y tranquilidad entre monumentos Madrileños,"• Very quiet apartment, almost without neighbors! <br />• 70m2 const. Efficient distribution: 2 Bedrooms on opposite sides + bathroom + storage room<br />• Last floor inhabited. High ceilings. 16th century building with integral renovation. Luxury, Quality, Elegance: Solid countertop, Acoustic windows, Electric blinds, Kitchen design, High security. All rooms are outdoors, very bright and with direct sun exposure<br />• The most touristic setting in downtown Madrid. Top monuments in a 15-minute walk","Madrid's most chaste neighborhood, next to the most typical corners of the city and a multitude of popular bars and restaurants",https://a0.muscache.com/pictures/7be16939-fd19-46ea-b161-5a4f3f0d7837.jpg,208069187,https://www.airbnb.com/users/show/208069187,CharlesAllan Associates SL,2018-08-07,"Madrid, Spain",,within a day,100%,0%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,La Latina,1.0,1.0,"['email', 'phone']",f,t,"Madrid, Comunidad de Madrid, Spain",Embajadores,Centro,40.4087,-3.70982,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,"[""Heating"", ""Hair dryer"", ""TV"", ""Backyard"", ""Private entrance"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Room-darkening shades"", ""Stove"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Coffee maker"", ""Oven"", ""Iron""]",,179,180,179,179,180,180,179.0,180.0,,t,13,43,73,73,2024-09-11,9,0,0,2019-04-27,2019-07-04,4.67,4.33,4.0,5.0,4.89,5.0,4.44,,f,1,1,0,0,0.14
8190,643540930562718039,https://www.airbnb.com/rooms/643540930562718039,20240911015516,2024-09-11,previous scrape,Apartamento 3 dormitorios zona ponzano,"Perfect location with 2 balconies to a quiet street but very close to all the bars and restaurants in the Ponzano area, near Bernabeu Stadium and the office area of Nuevos Ministerios<br /><br />Very well connected next to the subway and buses <br /><br />Newly renovated, fully furnished, air conditioning, ready to move in with kitchenware, linens and towels<br /><br />Ideal for students or workers who want to share an apartment",Next to Calle Ponzano (the trendy area of restaurants and bars in Madrid ) and Nuevos Ministerios (shopping and offices area),https://a0.muscache.com/pictures/miso/Hosting-643540930562718039/original/1341f3dd-1d72-4ff3-9cb0-df0d7ace281f.jpeg,177668238,https://www.airbnb.com/users/show/177668238,Miguel,2018-03-10,"Las Rozas, Spain",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/e6acad4e-ffe0-4ab5-bc87-8d4b565420f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e6acad4e-ffe0-4ab5-bc87-8d4b565420f6.jpg?aki_policy=profile_x_medium,,10.0,11.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Rios Rosas,Chamberí,40.44271,-3.6969,Entire rental unit,Entire home/apt,6,,1.5 baths,3.0,,"[""Dining table"", ""Hair dryer"", ""Pets allowed"", ""Toaster"", ""Freezer"", ""TV"", ""Cleaning products"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Central heating"", ""Clothing storage: closet"", ""Coffee maker: espresso machine"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Ethernet connection"", ""Washer"", ""Laundromat nearby"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Drying rack for clothing"", ""Oven"", ""Body soap"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",,7,365,7,7,365,365,7.0,365.0,,t,0,0,0,0,2024-09-11,7,5,0,2023-01-15,2024-07-28,4.43,5.0,4.57,5.0,4.86,4.86,4.43,,f,6,6,0,0,0.35
8254,1196797952291374082,https://www.airbnb.com/rooms/1196797952291374082,20240911015516,2024-09-11,city scrape,Apartamento completo para 2 personas,"Thanks to the central location of this accommodation, you and yours will have everything by hand. and next to the Santiago Bernabeu contains 1 bedroom 1 sofa bed bathroom kitchen private garage in the installation.",,https://a0.muscache.com/pictures/hosting/Hosting-1196797952291374082/original/83575936-b59d-4264-8d22-e6d3d1a876cc.jpeg,402044260,https://www.airbnb.com/users/show/402044260,Cristina,2021-05-17,"Madrid, Spain",Soy,within a day,60%,64%,f,https://a0.muscache.com/im/pictures/user/d990e89d-7be9-4b16-9323-901c990cfa16.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d990e89d-7be9-4b16-9323-901c990cfa16.jpg?aki_policy=profile_x_medium,,2.0,2.0,['phone'],t,t,,Castillejos,Tetuán,40.461311266743365,-3.697253829354491,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Hair dryer"", ""Pets allowed"", ""First aid kit"", ""Wine glasses"", ""Exterior security cameras on property"", ""Private entrance"", ""Cleaning products"", ""Kitchen"", ""Sound system"", ""Coffee maker: drip coffee maker"", ""Cooking basics"", ""Blender"", ""Free parking garage on premises"", ""HDTV"", ""Conditioner"", ""Clothing storage: dresser"", ""Host greets you"", ""Coffee"", ""Smoking allowed"", ""Central heating"", ""Air conditioning"", ""Dishes and silverware"", ""Bowling alley"", ""Radiant heating"", ""Mini fridge"", ""Laundromat nearby"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Drying rack for clothing"", ""Free washer"", ""Body soap"", ""Elevator"", ""Bidet"", ""Iron"", ""Freezer""]",$120.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,16,16,17,17,2024-09-11,2,2,0,2024-07-13,2024-07-14,5.0,5.0,4.5,5.0,5.0,4.5,4.5,,f,2,2,0,0,0.98
8283,1142777979664035467,https://www.airbnb.com/rooms/1142777979664035467,20240911015516,2024-09-11,city scrape,Art Apartment,"Spacious and modern apartment located in the center of Madrid, in the well-known, tourist and so fashionable Barrio de Las Letras. Excellent location, just an 8-minute walk from Atocha Station and a 6-minute walk from the Prado Museum and an 8-minute walk from the Reina Sofia Art Museum and the Thyssen Museum. Two minutes from the Botanical Garden and Caixa Forum and in 10 minutes you will walk to the Parque de El Retiro.<br /> Perfect to get to know Madrid walking and visit the Plaza Mayor and Pueta del Sol.",,https://a0.muscache.com/pictures/miso/Hosting-1142777979664035467/original/bc8c4bc2-4630-443b-b234-d987d5aba5d0.jpeg,242733970,https://www.airbnb.com/users/show/242733970,Maria Elena,2019-02-12,,,within a day,100%,64%,t,https://a0.muscache.com/im/pictures/user/fff21d09-a70c-480c-8ae1-7079df53f179.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fff21d09-a70c-480c-8ae1-7079df53f179.jpg?aki_policy=profile_x_medium,,3.0,4.0,"['phone', 'work_email']",t,t,,Cortes,Centro,40.4114522,-3.6946758,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,0.0,"[""Heating"", ""Dining table"", ""Hair dryer"", ""Extra pillows and blankets"", ""Toaster"", ""Freezer"", ""TV"", ""Cleaning products"", ""Kitchen"", ""Clothing storage"", ""Coffee maker: Nespresso"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Blender"", ""Microwave"", ""Coffee"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Washer"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Fire extinguisher"", ""Dedicated workspace""]",$118.00,2,365,1,2,365,365,2.0,365.0,,t,5,23,53,233,2024-09-11,12,12,1,2024-05-24,2024-09-09,4.83,4.92,5.0,5.0,5.0,4.92,4.83,,f,2,2,0,0,3.24
8285,10588092,https://www.airbnb.com/rooms/10588092,20240911015516,2024-09-11,city scrape,"Cibeles , centro de Madrid.oferta.","Located in Plaza de Cibeles the heart and most characteristic place of Madrid next to the Paseo del Prado , a UNESCO World Heritage Site , from where you can walk to any place, museum , theater and emblematic neighborhood of the city. It has a stop for all buses  and metro.House with a lot of charm. A very comfortable attic distributed over two floors.","The location is unbeatable in the neighborhood of Las Cortes, 300m from the famous Cibeles fountain, 5 min from the Prado museum, 1min from the thyssen museum, 5 min from the Queen Sofia museum, 1 min from the congress of deputies, 1 min zarzuela theatre, 1 min Cibeles square, 5 min Alcalá gate, 5 min Puerta del Sol, you can enjoy a pleasant walk through the Plaza Mayor and reach the impressive Palacio de Oriente in 10 minutes. Connection of all buses in Cibeles including the airport 1 min, and metro station 2 min, five minutes from the fun neighborhood of letters and 5 minutes from the well-known mile of gold. You can enjoy the colourful and lively neighborhood of Chueca and Malasaña within 5 minutes. Vive Madrid, I look forward to seeing you!",https://a0.muscache.com/pictures/90c06210-13c8-4e3e-89ea-aa59348a7428.jpg,54623373,https://www.airbnb.com/users/show/54623373,Lara,2016-01-14,"Madrid, Spain","Soy Lara Nieto, madrileña de nacimiento. Trabajo en mi propia empresa y eso me hace feliz y estar creando ilusión permanentemente. Me apasiona el deporte y disfrutar cada momento. Viajo siempre que puedo y cuando no puedo compartir mi apartamento me permite conocer personas de otros lugares. Deseo que vuestra estancia en Madrid sea lo más agradable posible. Os espero!!! De Madrid al Cielo!!!!",within a day,74%,24%,f,https://a0.muscache.com/im/pictures/user/82523f5b-9de3-4c88-9b7f-acf0df1ca271.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/82523f5b-9de3-4c88-9b7f-acf0df1ca271.jpg?aki_policy=profile_x_medium,,13.0,20.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Cortes,Centro,40.41683,-3.69453,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,3.0,"[""Heating"", ""Hair dryer"", ""Extra pillows and blankets"", ""TV"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Stove"", ""Air conditioning"", ""Dryer"", ""Dishes and silverware"", ""Shampoo"", ""Mini fridge"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Fire extinguisher"", ""Elevator"", ""Iron"", ""Freezer""]",$72.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,9,25,25,2024-09-11,101,11,0,2016-02-07,2024-06-11,4.6,4.67,4.8,4.88,4.85,4.97,4.64,,f,11,10,1,0,0.96
8288,15128601,https://www.airbnb.com/rooms/15128601,20240911015516,2024-09-11,city scrape,"Apartamento Cibeles , Madrid centro.","Cozy apartment to visit the city and walk to all places,museums, theaters  of interest in Madrid. It is located in Banco de España, five minutes from Cibeles where there is a bus stop that connects directly to the airport.","The apartment is located in the heart of Madrid, surrounded by all the most important museums and theatres in the city. You can get lost in its streets and access the most famous and fun neighborhoods. From Madrid to the sky!!!",https://a0.muscache.com/pictures/c8350bbf-76cc-4333-89f3-6e8043342528.jpg,54623373,https://www.airbnb.com/users/show/54623373,Lara,2016-01-14,"Madrid, Spain","Soy Lara Nieto, madrileña de nacimiento. Trabajo en mi propia empresa y eso me hace feliz y estar creando ilusión permanentemente. Me apasiona el deporte y disfrutar cada momento. Viajo siempre que puedo y cuando no puedo compartir mi apartamento me permite conocer personas de otros lugares. Deseo que vuestra estancia en Madrid sea lo más agradable posible. Os espero!!! De Madrid al Cielo!!!!",within a day,74%,24%,f,https://a0.muscache.com/im/pictures/user/82523f5b-9de3-4c88-9b7f-acf0df1ca271.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/82523f5b-9de3-4c88-9b7f-acf0df1ca271.jpg?aki_policy=profile_x_medium,,13.0,20.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Cortes,Centro,40.41853,-3.6971,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,3.0,"[""Air conditioning"", ""Dryer"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Shampoo"", ""Hangers"", ""TV"", ""Fire extinguisher"", ""Washer"", ""Essentials"", ""Elevator"", ""Iron"", ""Kitchen""]",$95.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,8,38,38,2024-09-11,54,2,0,2016-09-25,2023-11-01,4.74,4.74,4.8,4.87,4.85,4.93,4.65,,f,11,10,1,0,0.56
8289,47083186,https://www.airbnb.com/rooms/47083186,20240911015516,2024-09-11,city scrape,Precioso Duplex  Apartamento en Cibeles,,It is located in the city's most central and beautiful neighborhood. 500 m from La cibeles and Paseo del Prado .,https://a0.muscache.com/pictures/825586a5-70ff-4f04-981f-92f197b53eea.jpg,54623373,https://www.airbnb.com/users/show/54623373,Lara,2016-01-14,"Madrid, Spain","Soy Lara Nieto, madrileña de nacimiento. Trabajo en mi propia empresa y eso me hace feliz y estar creando ilusión permanentemente. Me apasiona el deporte y disfrutar cada momento. Viajo siempre que puedo y cuando no puedo compartir mi apartamento me permite conocer personas de otros lugares. Deseo que vuestra estancia en Madrid sea lo más agradable posible. Os espero!!! De Madrid al Cielo!!!!",within a day,74%,24%,f,https://a0.muscache.com/im/pictures/user/82523f5b-9de3-4c88-9b7f-acf0df1ca271.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/82523f5b-9de3-4c88-9b7f-acf0df1ca271.jpg?aki_policy=profile_x_medium,,13.0,20.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Cortes,Centro,40.41738,-3.69488,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Heating"", ""TV"", ""First aid kit"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Stove"", ""Air conditioning"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Shampoo"", ""Washer"", ""Essentials"", ""Hot water"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",$127.00,2,365,2,2,365,365,2.0,365.0,,t,29,59,89,364,2024-09-11,1,0,0,2022-01-13,2022-01-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,11,10,1,0,0.03
8296,947852445299943936,https://www.airbnb.com/rooms/947852445299943936,20240911015516,2024-09-11,city scrape,Apartamento 2 dormitorios 1 baño - Ático,"Enjoy the simplicity of this quiet, central home.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTQ3ODUyNDQ1Mjk5OTQzOTM2/original/50ca9a2e-36eb-45a3-9831-0cd029a7c0cc.jpeg,495338813,https://www.airbnb.com/users/show/495338813,Take Point Rentals,2023-01-10,,,within a day,50%,30%,f,https://a0.muscache.com/im/pictures/user/001b09e0-e269-4837-8fca-9a215ad59f77.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/001b09e0-e269-4837-8fca-9a215ad59f77.jpg?aki_policy=profile_x_medium,,3.0,7.0,"['email', 'phone']",t,t,,Valdeacederas,Tetuán,40.46472626833765,-3.70337402324208,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Dining table"", ""Hair dryer"", ""Extra pillows and blankets"", ""Toaster"", ""Freezer"", ""Double oven"", ""TV"", ""Backyard"", ""Wine glasses"", ""Hot water kettle"", ""Cleaning products"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""High chair"", ""Host greets you"", ""Microwave"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Dishes and silverware"", ""Radiant heating"", ""Washer"", ""Essentials"", ""Crib"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""Elevator"", ""Iron"", ""Children\u2019s dinnerware"", ""Dedicated workspace""]",$75.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,29,59,239,2024-09-11,1,1,0,2023-10-31,2023-10-31,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,f,3,3,0,0,0.09
8298,1150682130114719584,https://www.airbnb.com/rooms/1150682130114719584,20240911015516,2024-09-11,city scrape,Acogedora Habitación Centro MD,"Welcome to Madrid, Rest in an exceptional space just 15 minutes from the city center, in a special atmosphere, ideal for you who want to enjoy the city and the vibe of the Madrid neighborhoods. Close to all amenities you need.<br />During your stay<br />I will leave you a personal guide to the city. And I can also help you by phone and when we are at the house whatever you need. I know madrid perfectly and many countries in Europe, I have all the disposition.",,https://a0.muscache.com/pictures/hosting/Hosting-1150682130114719584/original/0a0f76c9-c2eb-4390-b79f-a3964f0eaa51.jpeg,576108351,https://www.airbnb.com/users/show/576108351,Eduardo,2024-05-06,,,within a day,50%,100%,t,https://a0.muscache.com/im/pictures/user/User-576108351/original/5958886f-dc3e-48e9-804d-d872750694ac.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-576108351/original/5958886f-dc3e-48e9-804d-d872750694ac.jpeg?aki_policy=profile_x_medium,,1.0,1.0,['phone'],t,t,,Lucero,Latina,40.40503,-3.74315,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Pets allowed"", ""Wifi"", ""TV"", ""Lock on bedroom door"", ""Washer"", ""Kitchen""]",$55.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,158,2024-09-11,6,6,0,2024-05-19,2024-07-05,4.17,4.33,4.17,4.33,4.33,4.17,4.0,,t,1,0,1,0,1.55
